Trip_ID,Pickup_Area,Drop_Area,Distance_km,Trip_Duration_min,Time_of_Day,Day_of_Week,Traffic_Level,Weather,Peak_Hour,Passenger_Count,Cab_Type,Payment_Mode,Driver_Rating,Fare_INR
TRIP07636,Bakshi Nagar,Patoli,7.57,22,Night,Friday,High,Cloudy,No,4,Sedan,Card,4.1,331.39
TRIP07637,Bahu Plaza,Bakshi Nagar,13.85,27,Night,Friday,Low,Sunny,No,4,Mini,UPI,4.2,291.62
TRIP07638,Rehari,Satwari,8.95,28,Evening,Monday,High,Rainy,Yes,1,Sedan,UPI,3.5,367.22
TRIP07639,Janipur,Gandhi Nagar,3.82,5,Morning,Sunday,Low,Foggy,No,2,Mini,UPI,5.0,158.48
TRIP07640,Bus Stand,Narwal,1.36,5,Evening,Saturday,High,Sunny,No,2,Mini,UPI,4.1,183.04
TRIP07641,Trikuta Nagar,University,23.54,81,Night,Wednesday,High,Rainy,Yes,2,Sedan,Card,3.6,636.82
TRIP07642,Gandhi Nagar,Satwari,16.01,32,Afternoon,Monday,Medium,Sunny,No,1,Sedan,UPI,4.3,340.06
TRIP07643,Rehari,Railway Station,24.72,85,Evening,Sunday,High,Rainy,Yes,3,Mini,UPI,4.1,568.32
TRIP07644,Railway Station,Satwari,9.11,15,Morning,Thursday,Medium,Sunny,Yes,3,Sedan,UPI,4.1,300.13
TRIP07645,University,Rehari,20.05,45,Evening,Thursday,Medium,Rainy,Yes,2,Mini,Cash,4.9,447.21
TRIP07646,Talab Tillo,Jewel Chowk,15.36,20,Afternoon,Wednesday,Low,Rainy,No,3,Mini,Card,4.0,315.78
TRIP07647,Trikuta Nagar,Satwari,9.18,16,Morning,Thursday,Medium,Rainy,No,3,Mini,Cash,4.9,250.4
TRIP07648,Satwari,Rehari,19.08,41,Evening,Friday,Medium,Sunny,No,2,Mini,UPI,4.6,347.09
TRIP07649,Rehari,Trikuta Nagar,14.56,44,Morning,Monday,High,Cloudy,Yes,4,Mini,Card,4.7,391.06
TRIP07650,Kunjwani,Bakshi Nagar,24.43,85,Evening,Wednesday,High,Rainy,Yes,4,SUV,Card,4.2,733.29
TRIP07651,Bantalab,Narwal,19.91,63,Evening,Sunday,High,Sunny,Yes,1,Sedan,UPI,4.5,514.73
TRIP07652,Janipur,Gandhi Nagar,18.24,36,Afternoon,Saturday,Medium,Rainy,Yes,4,Mini,UPI,4.3,464.12
TRIP07653,Bantalab,Gandhi Nagar,32.21,48,Night,Thursday,Low,Sunny,No,4,Sedan,UPI,4.8,631.2
TRIP07654,Trikuta Nagar,Channi Himmat,24.35,88,Morning,Thursday,High,Sunny,Yes,1,Mini,Card,4.3,478.2
TRIP07655,Talab Tillo,Bus Stand,35.73,84,Morning,Tuesday,Medium,Cloudy,Yes,1,SUV,Cash,4.2,850.0
TRIP07656,Talab Tillo,Channi Himmat,17.44,26,Afternoon,Tuesday,Low,Foggy,No,3,Sedan,Cash,3.6,389.58
TRIP07657,Talab Tillo,Trikuta Nagar,2.57,8,Afternoon,Saturday,Medium,Sunny,No,2,Mini,Cash,3.8,145.23
TRIP07658,Roop Nagar,Talab Tillo,7.73,13,Evening,Monday,Low,Cloudy,Yes,3,Mini,Card,3.5,219.66
TRIP07659,Bantalab,Kunjwani,22.32,48,Morning,Saturday,Medium,Rainy,Yes,1,Sedan,Card,4.4,547.63
TRIP07660,Patoli,Kunjwani,18.06,28,Afternoon,Thursday,Low,Sunny,No,1,Sedan,UPI,3.9,342.67
TRIP07661,Kunjwani,Bantalab,34.23,59,Afternoon,Sunday,Low,Sunny,No,2,Mini,UPI,4.5,517.15
TRIP07662,Kunjwani,Bakshi Nagar,28.74,61,Evening,Sunday,Medium,Sunny,Yes,3,Mini,UPI,4.5,546.36
TRIP07663,Talab Tillo,University,27.42,44,Evening,Thursday,Low,Sunny,No,4,Mini,UPI,3.9,455.63
TRIP07664,Satwari,Trikuta Nagar,10.83,24,Morning,Sunday,Medium,Sunny,No,4,Mini,Card,4.6,270.23
TRIP07665,Patoli,Rehari,1.16,5,Morning,Tuesday,Low,Sunny,No,2,SUV,Cash,4.9,78.65
TRIP07666,Gandhi Nagar,Sainik Colony,15.87,54,Morning,Sunday,High,Rainy,Yes,3,Sedan,Card,4.4,516.2
TRIP07667,University,Sainik Colony,37.07,121,Evening,Monday,High,Cloudy,Yes,1,SUV,UPI,3.5,934.85
TRIP07668,Patoli,Bantalab,19.87,39,Evening,Saturday,Medium,Cloudy,Yes,2,SUV,UPI,3.7,576.54
TRIP07669,Roop Nagar,Sainik Colony,5.43,14,Night,Sunday,Low,Sunny,No,2,Mini,Cash,3.7,189.94
TRIP07670,Talab Tillo,Roop Nagar,17.95,32,Night,Friday,Low,Cloudy,No,2,SUV,Cash,4.1,475.3
TRIP07671,Narwal,Bus Stand,18.98,30,Evening,Tuesday,Low,Rainy,Yes,3,Mini,UPI,4.4,407.11
TRIP07672,Muthi,Bantalab,5.42,17,Evening,Tuesday,Medium,Sunny,No,2,Mini,UPI,4.9,177.4
TRIP07673,Bus Stand,Railway Station,17.48,55,Evening,Tuesday,High,Sunny,Yes,1,Mini,UPI,3.7,407.25
TRIP07674,Satwari,Bantalab,1.2,5,Night,Monday,Medium,Sunny,No,3,Mini,Card,4.5,145.33
TRIP07675,Janipur,Rehari,19.31,38,Night,Sunday,Low,Cloudy,No,1,Sedan,Cash,4.2,416.59
TRIP07676,Bakshi Nagar,Sainik Colony,24.99,85,Night,Monday,High,Sunny,No,1,Mini,Card,4.0,462.88
TRIP07677,Patoli,Muthi,32.68,76,Evening,Thursday,Medium,Cloudy,Yes,2,Mini,UPI,4.4,588.97
TRIP07678,Patoli,Channi Himmat,34.23,57,Night,Wednesday,Low,Cloudy,No,1,Sedan,Cash,4.7,628.91
TRIP07679,Narwal,Bus Stand,2.9,7,Evening,Tuesday,High,Sunny,Yes,3,Sedan,UPI,4.7,226.82
TRIP07680,Bakshi Nagar,Bantalab,14.37,25,Evening,Friday,Low,Cloudy,Yes,3,Mini,Cash,3.5,323.22
TRIP07681,Muthi,University,2.87,12,Evening,Friday,Medium,Sunny,Yes,2,Sedan,UPI,4.7,190.38
TRIP07682,Muthi,Gandhi Nagar,33.21,49,Evening,Monday,Low,Sunny,No,1,Mini,Cash,3.5,477.0
TRIP07683,Janipur,Rehari,4.27,15,Evening,Wednesday,Medium,Sunny,Yes,1,Mini,UPI,3.7,179.04
TRIP07684,Rehari,Narwal,32.15,53,Morning,Thursday,Low,Sunny,No,3,SUV,Card,3.7,728.83
TRIP07685,Bus Stand,Sainik Colony,4.95,14,Night,Wednesday,Low,Cloudy,No,2,Sedan,UPI,3.8,191.83
TRIP07686,Janipur,Narwal,4.37,11,Evening,Friday,High,Cloudy,Yes,3,Mini,UPI,3.8,271.47
TRIP07687,Trikuta Nagar,Roop Nagar,6.56,15,Afternoon,Friday,Medium,Rainy,No,3,Mini,UPI,3.6,217.98
TRIP07688,Kunjwani,Roop Nagar,17.88,65,Morning,Thursday,High,Sunny,No,2,Mini,Card,4.6,363.99
TRIP07689,Patoli,University,10.68,19,Evening,Saturday,Medium,Rainy,Yes,4,Sedan,Cash,4.1,411.11
TRIP07690,Satwari,Rehari,12.95,20,Morning,Thursday,Low,Sunny,No,4,Mini,UPI,4.4,260.66
TRIP07691,Patoli,Talab Tillo,11.24,40,Morning,Saturday,High,Cloudy,Yes,4,Mini,Card,3.5,385.95
TRIP07692,Bakshi Nagar,Channi Himmat,5.79,16,Evening,Thursday,Medium,Sunny,Yes,3,Mini,UPI,4.1,216.29
TRIP07693,Satwari,Bahu Plaza,37.68,66,Evening,Saturday,Low,Sunny,Yes,1,Mini,Card,3.5,619.57
TRIP07694,Muthi,Gandhi Nagar,21.49,47,Evening,Tuesday,Medium,Sunny,Yes,2,Mini,Cash,4.5,428.67
TRIP07695,Roop Nagar,Narwal,1.1,5,Night,Saturday,High,Sunny,No,3,Mini,Card,3.8,201.13
TRIP07696,Sainik Colony,Rehari,31.45,72,Morning,Monday,Medium,Rainy,Yes,2,Mini,UPI,4.3,584.89
TRIP07697,Patoli,Kunjwani,39.33,131,Night,Tuesday,High,Sunny,No,3,Mini,UPI,4.0,680.2
TRIP07698,Janipur,Rehari,26.68,86,Morning,Monday,High,Sunny,Yes,1,SUV,Cash,4.2,705.32
TRIP07699,Channi Himmat,Narwal,16.1,21,Night,Wednesday,Low,Sunny,No,2,Mini,UPI,4.5,287.78
TRIP07700,Roop Nagar,Muthi,21.44,46,Morning,Monday,Medium,Foggy,Yes,1,Sedan,Card,4.4,496.17
TRIP07701,Trikuta Nagar,Bus Stand,1.53,6,Evening,Thursday,Medium,Sunny,Yes,1,Sedan,Cash,4.7,149.69
TRIP07702,Bakshi Nagar,Talab Tillo,11.32,26,Night,Sunday,Medium,Sunny,No,3,Mini,UPI,3.8,293.82
TRIP07703,Railway Station,Jewel Chowk,28.67,63,Evening,Wednesday,Medium,Sunny,No,3,Sedan,Cash,4.1,550.99
TRIP07704,Janipur,Roop Nagar,12.95,28,Night,Sunday,Low,Cloudy,No,1,Mini,Card,3.8,269.61
TRIP07705,Bahu Plaza,Gandhi Nagar,1.97,7,Morning,Monday,Medium,Sunny,No,2,Mini,UPI,4.9,126.85
TRIP07706,Railway Station,Talab Tillo,30.18,97,Evening,Tuesday,High,Rainy,Yes,3,Mini,Card,4.0,612.71
TRIP07707,Bahu Plaza,Bantalab,14.56,53,Evening,Friday,High,Sunny,Yes,3,Mini,Cash,4.7,391.57
TRIP07708,Jewel Chowk,Kunjwani,24.6,81,Evening,Thursday,High,Sunny,Yes,1,Sedan,Cash,4.4,550.8
TRIP07709,Janipur,University,30.38,104,Morning,Saturday,High,Sunny,Yes,2,Mini,Cash,4.2,604.19
TRIP07710,Bantalab,Bahu Plaza,10.34,39,Morning,Monday,High,Sunny,Yes,3,Sedan,UPI,4.7,354.1
TRIP07711,Bakshi Nagar,Roop Nagar,21.43,50,Afternoon,Tuesday,Medium,Sunny,Yes,4,Sedan,Card,4.7,497.44
TRIP07712,Talab Tillo,Bus Stand,24.49,55,Evening,Friday,Medium,Cloudy,Yes,3,Mini,UPI,4.1,481.76
TRIP07713,Sainik Colony,Bantalab,23.82,38,Evening,Thursday,Low,Cloudy,Yes,2,Mini,UPI,4.7,445.31
TRIP07714,Gandhi Nagar,Sainik Colony,10.37,14,Night,Wednesday,Low,Cloudy,No,4,Mini,Card,4.7,271.31
TRIP07715,Kunjwani,Bakshi Nagar,36.16,75,Afternoon,Monday,Medium,Sunny,No,1,Mini,Card,4.8,545.14
TRIP07716,Muthi,Trikuta Nagar,5.45,9,Afternoon,Monday,Low,Cloudy,No,2,Mini,Cash,4.2,149.85
TRIP07717,Kunjwani,Roop Nagar,24.48,39,Morning,Saturday,Low,Sunny,Yes,2,Mini,Card,3.5,460.15
TRIP07718,Rehari,Bakshi Nagar,5.87,11,Morning,Thursday,Medium,Sunny,No,4,Mini,Card,4.7,196.31
TRIP07719,Bahu Plaza,Kunjwani,26.7,96,Morning,Monday,High,Sunny,Yes,1,Mini,Card,4.1,529.41
TRIP07720,Patoli,Narwal,39.98,63,Morning,Thursday,Low,Sunny,No,4,Mini,Card,3.8,591.8
TRIP07721,Janipur,Patoli,12.74,26,Morning,Monday,Medium,Rainy,Yes,4,Sedan,Card,4.8,398.51
TRIP07722,Channi Himmat,Jewel Chowk,1.76,11,Morning,Tuesday,Medium,Sunny,Yes,3,Sedan,UPI,4.8,182.64
TRIP07723,Channi Himmat,Rehari,19.63,39,Morning,Monday,Medium,Sunny,Yes,3,SUV,Cash,3.6,536.18
TRIP07724,Satwari,Janipur,14.45,44,Afternoon,Sunday,High,Sunny,Yes,1,Mini,Cash,4.5,388.63
TRIP07725,Narwal,Janipur,25.99,60,Afternoon,Monday,Medium,Sunny,No,2,Sedan,Card,4.1,497.61
TRIP07726,Talab Tillo,Rehari,4.67,20,Evening,Sunday,High,Foggy,Yes,3,Mini,UPI,4.5,298.04
TRIP07727,Bahu Plaza,Gandhi Nagar,32.57,68,Evening,Sunday,Medium,Cloudy,Yes,4,Sedan,Card,4.8,709.73
TRIP07728,Talab Tillo,Sainik Colony,15.75,30,Morning,Wednesday,Medium,Rainy,Yes,3,Sedan,Card,4.4,444.05
TRIP07729,Gandhi Nagar,Bantalab,16.97,37,Morning,Tuesday,Medium,Sunny,Yes,1,Mini,UPI,4.9,347.74
TRIP07730,Bus Stand,Rehari,13.04,34,Night,Friday,Medium,Cloudy,No,2,Sedan,Cash,4.4,328.85
TRIP07731,Roop Nagar,Kunjwani,4.01,14,Afternoon,Sunday,Medium,Sunny,No,2,Sedan,UPI,4.7,182.06
TRIP07732,Satwari,Bus Stand,5.23,21,Morning,Friday,High,Sunny,Yes,2,Mini,UPI,4.8,245.77
TRIP07733,Sainik Colony,Bakshi Nagar,31.61,68,Afternoon,Friday,Medium,Sunny,No,2,Mini,Card,4.2,491.68
TRIP07734,Bantalab,Rehari,36.6,121,Evening,Monday,High,Sunny,Yes,2,Mini,UPI,4.0,644.17
TRIP07735,Trikuta Nagar,Bus Stand,7.31,16,Evening,Sunday,Low,Cloudy,No,1,Mini,Cash,4.0,188.38
TRIP07736,Sainik Colony,Bus Stand,26.0,42,Evening,Tuesday,Low,Rainy,No,1,Sedan,Cash,4.1,514.36
TRIP07737,Bakshi Nagar,Roop Nagar,19.59,31,Night,Sunday,Low,Sunny,No,1,Mini,UPI,4.9,351.04
TRIP07738,Satwari,Gandhi Nagar,23.59,39,Night,Friday,Low,Sunny,No,4,Sedan,Card,4.4,487.2
TRIP07739,Gandhi Nagar,Bakshi Nagar,1.44,5,Afternoon,Saturday,High,Sunny,No,3,Mini,Card,3.7,185.22
TRIP07740,Bantalab,Bakshi Nagar,5.65,16,Evening,Thursday,High,Cloudy,Yes,4,Mini,Cash,4.6,275.7
TRIP07741,University,Satwari,35.24,57,Evening,Wednesday,Low,Cloudy,No,3,Mini,Cash,4.8,552.23
TRIP07742,Channi Himmat,Roop Nagar,3.54,5,Afternoon,Wednesday,Low,Sunny,No,3,SUV,Card,4.1,152.57
TRIP07743,Bakshi Nagar,Rehari,18.78,30,Evening,Wednesday,Low,Cloudy,No,2,Mini,Cash,4.1,320.01
TRIP07744,Trikuta Nagar,Muthi,2.27,7,Evening,Tuesday,High,Cloudy,Yes,2,Mini,UPI,3.9,229.33
TRIP07745,Bahu Plaza,Trikuta Nagar,28.47,102,Morning,Wednesday,High,Rainy,Yes,4,Sedan,Card,4.5,700.84
TRIP07746,Bantalab,Patoli,1.31,8,Evening,Friday,Medium,Rainy,Yes,1,Mini,Cash,4.3,183.79
TRIP07747,Trikuta Nagar,Bantalab,16.55,27,Night,Tuesday,Low,Rainy,No,2,Mini,Cash,3.9,337.77
TRIP07748,Bakshi Nagar,Jewel Chowk,9.54,21,Night,Thursday,Medium,Foggy,No,1,Mini,Cash,4.9,268.45
TRIP07749,Kunjwani,Jewel Chowk,13.05,31,Morning,Tuesday,Medium,Sunny,No,1,Sedan,Cash,4.1,293.21
TRIP07750,Bahu Plaza,Patoli,13.1,49,Evening,Thursday,High,Sunny,Yes,2,Sedan,UPI,3.7,397.74
TRIP07751,Jewel Chowk,Railway Station,37.4,130,Night,Friday,High,Sunny,Yes,4,Sedan,UPI,4.9,837.73
TRIP07752,Talab Tillo,Gandhi Nagar,15.92,33,Morning,Monday,Medium,Cloudy,No,2,Mini,UPI,4.6,305.48
TRIP07753,Jewel Chowk,Kunjwani,29.49,105,Morning,Saturday,High,Sunny,Yes,2,Mini,Card,4.9,598.36
TRIP07754,Janipur,Talab Tillo,24.54,49,Evening,Thursday,Medium,Foggy,Yes,4,Mini,Cash,3.6,499.72
TRIP07755,Railway Station,Channi Himmat,19.89,67,Night,Monday,High,Sunny,Yes,1,Sedan,UPI,4.1,512.48
TRIP07756,Roop Nagar,University,27.7,65,Evening,Wednesday,Medium,Foggy,Yes,3,Sedan,Card,4.4,620.28
TRIP07757,Janipur,Trikuta Nagar,8.42,27,Evening,Wednesday,High,Sunny,Yes,2,Sedan,Card,4.4,327.68
TRIP07758,Channi Himmat,Rehari,4.39,14,Morning,Sunday,High,Rainy,Yes,3,Mini,UPI,4.8,297.14
TRIP07759,Trikuta Nagar,Railway Station,4.96,23,Evening,Saturday,High,Rainy,Yes,1,Mini,Card,3.7,293.47
TRIP07760,Railway Station,Rehari,9.89,23,Morning,Sunday,Medium,Rainy,Yes,3,Mini,UPI,3.7,331.31
TRIP07761,Narwal,Talab Tillo,28.14,40,Afternoon,Tuesday,Low,Sunny,No,1,Sedan,Card,3.9,488.86
TRIP07762,Muthi,Sainik Colony,25.59,56,Afternoon,Thursday,Medium,Cloudy,No,4,SUV,Cash,3.9,642.39
TRIP07763,Jewel Chowk,Rehari,25.07,41,Afternoon,Sunday,Low,Cloudy,No,2,Mini,Card,4.7,429.3
TRIP07764,Muthi,Channi Himmat,37.54,81,Evening,Friday,Medium,Sunny,Yes,4,Sedan,UPI,3.7,773.49
TRIP07765,Janipur,Railway Station,13.4,19,Night,Tuesday,Low,Rainy,No,3,Mini,UPI,4.7,312.44
TRIP07766,Sainik Colony,Trikuta Nagar,30.05,98,Morning,Thursday,High,Cloudy,Yes,2,Sedan,Cash,3.6,671.83
TRIP07767,Rehari,Patoli,19.47,62,Morning,Sunday,High,Sunny,Yes,1,Sedan,Card,3.7,489.97
TRIP07768,Muthi,Talab Tillo,6.8,14,Morning,Friday,Medium,Sunny,No,3,Sedan,Cash,4.7,223.66
TRIP07769,Bakshi Nagar,Muthi,21.04,30,Night,Friday,Low,Foggy,No,4,Mini,Card,4.1,400.46
TRIP07770,Bahu Plaza,Narwal,17.59,43,Evening,Friday,Medium,Sunny,Yes,1,Sedan,Cash,4.3,401.95
TRIP07771,Jewel Chowk,Patoli,19.45,67,Afternoon,Tuesday,High,Sunny,No,3,Mini,Card,3.7,401.77
TRIP07772,Bantalab,Rehari,19.52,40,Morning,Thursday,Medium,Foggy,Yes,4,Mini,Cash,4.3,430.7
TRIP07773,Gandhi Nagar,Trikuta Nagar,25.62,85,Morning,Wednesday,High,Sunny,Yes,2,Mini,Cash,4.8,528.98
TRIP07774,Jewel Chowk,Patoli,20.78,52,Evening,Saturday,Medium,Sunny,No,2,Mini,Cash,4.0,376.13
TRIP07775,Kunjwani,Bakshi Nagar,22.11,73,Morning,Wednesday,High,Cloudy,Yes,1,Mini,Card,4.3,465.42
TRIP07776,Talab Tillo,Muthi,2.79,9,Night,Thursday,Low,Sunny,No,2,SUV,Cash,4.3,158.33
TRIP07777,Sainik Colony,University,11.82,20,Evening,Monday,Low,Cloudy,No,3,Sedan,UPI,4.3,287.17
TRIP07778,Sainik Colony,Roop Nagar,12.01,42,Morning,Thursday,High,Sunny,Yes,1,Mini,UPI,3.7,320.37
TRIP07779,Roop Nagar,Bahu Plaza,21.58,51,Afternoon,Tuesday,Medium,Cloudy,No,2,Mini,Card,4.8,385.98
TRIP07780,Bus Stand,Bahu Plaza,28.79,43,Evening,Thursday,Low,Sunny,No,2,Mini,UPI,3.9,448.03
TRIP07781,Channi Himmat,Patoli,25.37,56,Afternoon,Tuesday,Medium,Rainy,No,3,Mini,Cash,4.3,462.13
TRIP07782,Trikuta Nagar,Kunjwani,36.48,77,Morning,Friday,Medium,Sunny,Yes,4,SUV,Cash,4.4,907.82
TRIP07783,Bahu Plaza,Bantalab,20.19,32,Night,Monday,Low,Sunny,No,4,Mini,Cash,3.8,381.86
TRIP07784,University,Bakshi Nagar,22.77,73,Evening,Thursday,High,Cloudy,Yes,4,Sedan,UPI,4.8,580.26
TRIP07785,Bantalab,Kunjwani,37.46,57,Evening,Monday,Low,Rainy,No,4,Sedan,UPI,5.0,730.88
TRIP07786,Narwal,Bakshi Nagar,4.59,13,Evening,Monday,High,Sunny,Yes,2,Mini,Cash,3.5,246.37
TRIP07787,Narwal,Gandhi Nagar,22.14,53,Evening,Monday,Medium,Cloudy,Yes,4,Sedan,Card,3.9,515.9
TRIP07788,Trikuta Nagar,University,7.82,18,Afternoon,Saturday,Low,Sunny,No,1,SUV,UPI,4.3,233.47
TRIP07789,Talab Tillo,Janipur,7.63,30,Afternoon,Monday,High,Rainy,No,3,Mini,Cash,4.2,286.22
TRIP07790,Roop Nagar,Gandhi Nagar,2.69,5,Evening,Monday,Low,Cloudy,No,2,Sedan,UPI,3.8,128.37
TRIP07791,Bus Stand,Railway Station,2.05,5,Afternoon,Saturday,Low,Cloudy,No,1,Mini,Card,3.5,94.63
TRIP07792,Janipur,University,22.45,52,Night,Friday,Medium,Sunny,No,3,Mini,UPI,4.3,438.96
TRIP07793,Satwari,Railway Station,38.75,129,Morning,Sunday,High,Sunny,No,2,Sedan,UPI,4.9,758.9
TRIP07794,Muthi,Sainik Colony,15.52,55,Evening,Tuesday,High,Sunny,Yes,4,SUV,UPI,4.4,503.58
TRIP07795,Bantalab,University,37.92,85,Night,Tuesday,Medium,Sunny,Yes,2,Sedan,Card,4.4,786.71
TRIP07796,Satwari,Muthi,30.87,62,Morning,Saturday,Medium,Foggy,Yes,4,Mini,Card,3.6,607.06
TRIP07797,Bahu Plaza,Narwal,20.5,65,Morning,Wednesday,High,Sunny,Yes,3,Mini,Cash,4.8,471.36
TRIP07798,Bakshi Nagar,Channi Himmat,18.08,25,Morning,Monday,Low,Rainy,No,2,SUV,Cash,4.8,450.91
TRIP07799,Bakshi Nagar,Trikuta Nagar,38.07,124,Afternoon,Monday,High,Sunny,Yes,4,Mini,Card,4.6,690.23
TRIP07800,Sainik Colony,Rehari,5.97,8,Afternoon,Tuesday,Low,Sunny,No,2,Mini,Card,3.5,143.99
TRIP07801,Narwal,Jewel Chowk,7.9,15,Evening,Thursday,Medium,Sunny,Yes,4,Sedan,Cash,3.6,287.34
TRIP07802,Rehari,Talab Tillo,23.85,40,Afternoon,Saturday,Low,Sunny,No,1,Mini,Cash,4.8,369.73
TRIP07803,Bantalab,Gandhi Nagar,32.52,66,Afternoon,Wednesday,Medium,Cloudy,No,3,Sedan,Card,4.8,625.44
TRIP07804,Bus Stand,Trikuta Nagar,25.64,83,Evening,Thursday,High,Sunny,Yes,2,Sedan,UPI,4.7,588.09
TRIP07805,Trikuta Nagar,Bus Stand,18.25,62,Afternoon,Thursday,High,Sunny,Yes,4,Sedan,UPI,3.6,486.78
TRIP07806,Talab Tillo,Bantalab,24.32,35,Afternoon,Tuesday,Low,Cloudy,No,1,Mini,UPI,4.0,364.24
TRIP07807,Bahu Plaza,Bakshi Nagar,14.06,27,Afternoon,Monday,Low,Sunny,No,3,Mini,UPI,3.7,265.91
TRIP07808,Jewel Chowk,Roop Nagar,31.87,112,Evening,Wednesday,High,Sunny,Yes,4,Mini,UPI,4.8,607.96
TRIP07809,Railway Station,Kunjwani,15.1,30,Afternoon,Tuesday,Medium,Cloudy,No,3,Mini,UPI,4.3,317.4
TRIP07810,Trikuta Nagar,Jewel Chowk,34.73,114,Evening,Sunday,High,Sunny,Yes,1,Sedan,Cash,5.0,758.52
TRIP07811,University,Gandhi Nagar,6.98,18,Night,Thursday,Medium,Sunny,No,3,Sedan,Card,4.0,253.58
TRIP07812,Narwal,Roop Nagar,12.03,40,Afternoon,Saturday,High,Sunny,Yes,2,Mini,Card,4.0,344.84
TRIP07813,Talab Tillo,Janipur,38.26,64,Afternoon,Thursday,Low,Rainy,No,4,Mini,UPI,4.5,617.28
TRIP07814,Jewel Chowk,Gandhi Nagar,8.08,26,Evening,Friday,High,Cloudy,Yes,3,Mini,UPI,4.6,300.45
TRIP07815,Gandhi Nagar,Satwari,27.86,94,Morning,Wednesday,High,Sunny,Yes,4,Sedan,UPI,3.7,639.68
TRIP07816,Patoli,Muthi,1.79,5,Evening,Thursday,Medium,Sunny,Yes,3,Mini,Cash,3.8,164.22
TRIP07817,Jewel Chowk,Bahu Plaza,32.26,105,Morning,Monday,High,Cloudy,Yes,4,Sedan,UPI,3.7,722.12
TRIP07818,University,Janipur,21.63,34,Night,Thursday,Low,Foggy,No,3,Mini,Cash,4.4,416.61
TRIP07819,Channi Himmat,Janipur,3.46,7,Evening,Monday,Low,Cloudy,Yes,2,Mini,Card,3.9,154.99
TRIP07820,Gandhi Nagar,Bakshi Nagar,15.46,29,Morning,Friday,Low,Rainy,Yes,3,SUV,Cash,4.1,473.4
TRIP07821,Bus Stand,Narwal,26.65,64,Evening,Monday,Medium,Sunny,Yes,1,SUV,Card,4.2,662.2
TRIP07822,Bakshi Nagar,Sainik Colony,39.57,131,Morning,Monday,High,Cloudy,Yes,2,Sedan,UPI,5.0,826.67
TRIP07823,Railway Station,Bantalab,35.94,125,Morning,Sunday,High,Sunny,Yes,4,Sedan,Cash,3.5,801.26
TRIP07824,Bahu Plaza,Rehari,24.58,83,Evening,Sunday,High,Sunny,Yes,2,Sedan,Card,3.9,602.66
TRIP07825,Satwari,Bakshi Nagar,24.01,77,Night,Saturday,High,Rainy,Yes,3,Mini,UPI,4.0,594.6
TRIP07826,Bakshi Nagar,Gandhi Nagar,12.21,44,Morning,Thursday,High,Cloudy,Yes,1,Sedan,Cash,4.0,388.14
TRIP07827,Jewel Chowk,Janipur,10.93,20,Evening,Monday,Medium,Foggy,No,3,Sedan,Cash,4.1,289.15
TRIP07828,Janipur,Trikuta Nagar,36.44,63,Evening,Tuesday,Low,Cloudy,No,3,Mini,Card,4.0,554.11
TRIP07829,Bantalab,Bus Stand,3.79,5,Evening,Sunday,Low,Sunny,No,1,Sedan,UPI,4.1,125.07
TRIP07830,Rehari,Bus Stand,17.61,60,Evening,Thursday,High,Sunny,Yes,3,SUV,Card,4.9,546.34
TRIP07831,Patoli,Rehari,33.16,67,Afternoon,Tuesday,Medium,Sunny,No,1,Sedan,UPI,4.7,614.28
TRIP07832,Satwari,Bantalab,33.2,117,Morning,Thursday,High,Cloudy,Yes,1,Mini,Cash,4.7,599.27
TRIP07833,Bantalab,Bus Stand,12.64,23,Afternoon,Saturday,Low,Sunny,No,3,Mini,UPI,3.6,249.54
TRIP07834,Bus Stand,Muthi,29.05,101,Morning,Thursday,High,Sunny,Yes,2,Mini,UPI,4.5,569.4
TRIP07835,Muthi,Railway Station,16.08,31,Afternoon,Monday,Low,Sunny,No,2,Sedan,Card,4.9,322.32
TRIP07836,Narwal,Satwari,22.07,49,Morning,Thursday,Medium,Sunny,No,3,Sedan,Card,3.7,463.63
TRIP07837,Patoli,Roop Nagar,24.33,52,Morning,Friday,Medium,Sunny,No,4,SUV,UPI,4.8,616.33
TRIP07838,Bantalab,Trikuta Nagar,24.3,35,Afternoon,Monday,Low,Cloudy,No,1,Sedan,Cash,3.8,462.2
TRIP07839,Kunjwani,Muthi,21.09,38,Evening,Tuesday,Low,Cloudy,No,2,SUV,UPI,4.2,484.99
TRIP07840,Gandhi Nagar,Kunjwani,6.73,28,Evening,Saturday,High,Rainy,Yes,2,Mini,UPI,3.9,342.09
TRIP07841,Bakshi Nagar,Patoli,34.24,59,Afternoon,Wednesday,Low,Cloudy,No,2,Mini,Card,4.9,513.82
TRIP07842,Bahu Plaza,Sainik Colony,35.6,74,Morning,Tuesday,Medium,Rainy,No,3,Sedan,Card,4.6,722.94
TRIP07843,Talab Tillo,Satwari,11.29,27,Morning,Tuesday,Medium,Sunny,No,4,Mini,UPI,4.7,255.34
TRIP07844,Channi Himmat,Trikuta Nagar,29.02,104,Afternoon,Wednesday,High,Sunny,Yes,3,Sedan,Cash,4.7,650.83
TRIP07845,Jewel Chowk,Channi Himmat,17.42,28,Night,Tuesday,Low,Cloudy,No,4,Mini,UPI,3.8,364.27
TRIP07846,Muthi,Talab Tillo,14.82,55,Evening,Saturday,High,Cloudy,Yes,1,Mini,Card,3.6,381.87
